name,fans,fave,tags,vote
1005734-coral+dress-burnt-orange-sammydress-dress-tan-persunmall-bag,110,43 favorites,"['Chic', 'Everyday', 'spring']",116 votes
988778-VALENTINES+DAY+%E2%99%A5-mustard-dress,1943,64 favorites,"['Romantic', ""Valentine's Day"", 'summer']",416 votes
966528-LIMELIGHT-black-prada-sunglasses-chartreuse-justyna-g-dress,119,40 favorites,"['Chic', 'Girls Night Out', 'summer']",273 votes
1118364-%3C3%3C3%3C3-vintage-dress,5578,72 favorites,"['Kipling Make Happy', 'Photo Shoot', 'spring', 'sakura', 'legal', 'red']",411 votes
981197-Ill+Give+It+All+Up+To+You-maroon-forever21-dress-dark-brown-pink-and-pepper-boots,1817,71 favorites,"['Natural', 'Everyday', 'winter']",347 votes
1035343-Pattern+Magic-nude-heels-uterque-shoes-brown-tailored-h-m-dress,177,41 favorites,"['Romantic', 'Cocktail', 'summer']",305 votes
969130-New+Years+Eve+Outfit-cloe-bag-chichi-clothing-dress-cloe-earrings,1465,60 favorites,"['Elegant', 'Holiday Party', 'winter', 'hol']",259 votes
945405-Little+Black+Dress-q2han-dress-rider-jacket-sheinside-jacket-heels-topshop-heels,5854,72 favorites,"['Classic', 'Romantic Dinner', 'fall']",378 votes
1022100-Summer+Denim+Florals-white-justfab-heels-beige-lush-dress-h-m-hat,107,75 favorites,"['Chic', 'Everyday', 'summer']",398 votes
1147145-modern+day+school+girl-ro-de-noir-dress,862,25 favorites,"['Chic', 'Everyday', 'fall']",129 votes
1056772-With+my+Cat-oasapcom-dress,258,45 favorites,"['50s', 'Cocktail', 'summer']",176 votes
1042703-Summer+Simplicity-brick-red-thrifted-dress-dark-brown-spring-flats,374,71 favorites,"['Basic', 'Everyday', 'summer']",388 votes
1040241-FLOWERS+IN+HER+HAIR-white-chicwish-dress-aquamarine-modcloth-wedges,2474,73 favorites,"['Bohemian', 'Dinner Party', 'summer']",357 votes
1103520-Stripes+denim+and+fedora-black-striped-dress-brown-nordstrom-hat-blue-forever-21-jacket,476,52 favorites,"['Chic', 'Work', 'Summer']",250 votes
1019427-Orange+Jacket+Floral+Cutout-white-floral-choies-dress-carrot-orange-swing-h-m-jacket-red-kate-spade-bag,476,51 favorites,"['Chic', 'Everyday', 'spring']",316 votes
1029471-Floppy+Thrift+Shop+Dresses-olive-green-polka-dot-thrifted-dress-dark-brown-naot-shoes,7135,52 favorites,"['Vintage', 'Picnic', 'winter']",339 votes
1050500-Sail+Away-white-gap-dress,18061,59 favorites,"['Chic', 'Everyday', 'spring']",411 votes
1110325-Radiant-white-lace-style-moi-dress,170,96 favorites,"['Bohemian', 'Lunch Date', 'spring']",412 votes
975661-legends+lined+up-black-tribal-urban-outfitters-dress,7452,64 favorites,"['Bohemian', 'Dinner Party', 'summer']",378 votes
950629-beige+H+M+cardigan-beige-h-m-cardigan-black-forever-21-dress,171,69 favorites,"['Comfortable', 'School', 'Summer']",329 votes
1118244-Dose+of+insanity-tomtop-dress-tomtop-bag-born-pretty-sunglasses,31856,63 favorites,"['Goth', 'Other', 'spring']",364 votes
1018203-Castles+In+The+Air-black-troopa-steve-madden-boots-black-velvet-urban-outfitters-dress,55,45 favorites,"['Rocker', 'Photo Shoot', 'spring']",375 votes
1153423-New+Year+Crimson+Red-red-tunic-dealsale-dress-brick-red-cut-out-jeffrey-campbell-boots,1736,75 favorites,"['Chic', 'Brunch', 'summer']",378 votes
1101053-How+To+Be+A+Lady-gold-sm-necklace-navy-dorothy-perkins-dress-tan-mango-bag,128,60 favorites,"['Chic', 'Lunch Date', 'summer']",283 votes
983519-Casual+Metallics-blue-poppy-lux-dress,559,33 favorites,"['Eclectic', 'Everyday', 'winter']",236 votes
1083719-These+Foolish+Things-navy-sly-wear-dress,18061,93 favorites,"['Chic', 'Everyday', 'spring']",358 votes
1119643-drizzly+day+on+enoshima+island-asos-boots-lorrys-farm-japan-dress-3-coins-japan-socks,5578,71 favorites,"['Chic', 'Traveling', 'spring']",383 votes
1082615-LEAVES+DRESS-the-scarlet-room-dress,4771,73 favorites,"['90s', 'Everyday', 'summer']",365 votes
1048942-Missguided+x+Dollpoupee+%E2%80%93+PART+2-white-missguided-dress-amethyst-missguided-bag,1640,75 favorites,"['Retro', 'Everyday', 'summer']",377 votes
997619-Bare+a+little+more-free-people-dress-free-people-belt-free-people-bracelet,171,56 favorites,"['Bohemian', 'Beach', 'Summer']",281 votes
1197506-not+your+average+shirt+dress-black-tote-lamarthe-bag-black-mary-janes-asos-shoes,33811,24 favorites,"['Business', 'Work', 'summer']",119 votes
1163042-true+love+waits-black-skinny-asos-scarf-gray-striped-mango-dress,33811,53 favorites,"['Chic', 'Casual Party', 'spring']",319 votes
984903-Long+blue+dress-blue-zarrina-babadzhanova-dress-dark-brown-asos-bag,286,37 favorites,"['Elegant', 'Photo Shoot', 'winter']",206 votes
1017338-denim+daze-blue-denim-mink-pink-dress,123,79 favorites,"['Denim', 'Work', 'summer']",436 votes
965180-Red+Dress+In+Christmas-oversized-coat-dresslink-coat-dresslink-boots-red-party-dress-q2han-dress,5854,43 favorites,"['Elegant', 'Dinner Party', 'winter', 'over the knee', 'red', 'thigh high boots']",289 votes
1017279-Floral+on+Floral-light-blue-floral-thrifted-dress,157,59 favorites,"['Romantic', 'Lunch Date', 'spring']",271 votes
1098517-Hello+Chictopia-topshop-dress-new-look-boots-h-m-hat-monki-shirt,38,49 favorites,"['Vintage', 'Girls Night Out', 'winter']",283 votes
1087505-Free+People+X+Arizona+Girl-black-free-people-dress-black-target-boots-beige-shaggy-free-people-jacket,619,61 favorites,"['Bohemian', 'Everyday', 'winter']",361 votes
1016936-Sophomore+Sneezes-red-thrifted-scarf-white-vintage-betty-hartford-dress-red-inherited-purse,522,49 favorites,"['60s', 'Lunch Date', 'spring']",290 votes
1027432-always+gold-handmade-dress,333,1 favorite,"['Urban', 'Casual Party', 'summer']",62 votes
994544-Homeless+look-black-zara-boots-bronze-mango-dress-heather-gray-h-m-coat-black-zara-bag,45,71 favorites,"['Chic', 'Brunch', 'fall']",356 votes
1092569-Show+and+Tell-h-m-sweater-forever-21-dress-guess-heels,12,57 favorites,"['Urban', 'Going Out With Friends', 'fall']",319 votes
1084809-Trench+dress-dark-khaki-trench-dress-zara-dress,41,77 favorites,"['Chic', 'Work', 'Summer']",357 votes
1052304-The+Bund-black-dresscode-project-dress,20444,98 favorites,"['Chic', 'Traveling', 'summer']",387 votes
1009179-LWD+One+dress+two+ways-white-mini-oasap-dress-blue-overalls-gap-jeans,929,70 favorites,"['Comfortable', ""Farmer's Market"", 'spring', 'overalls', 'vintage', 'blouse']",408 votes
1096421-A+Plaidful+Valentines+Day-red-plaid-dress-fedora-hat-proenza-schouler-bag-khaki-pants,280,64 favorites,"['Cotton Look', 'Dinner Date', 'winter']",363 votes
1050247-Field+of+Flowers+ariatNYFWBoot-dark-brown-troopa-steve-madden-boots-ivory-floral-pink-blush-dress,619,61 favorites,"['Boot Style', 'Everyday', 'fall']",316 votes
957296-HOUNDSTOOTH-black-fama-boots-black-mango-dress-black-chanel-bag-white-vintage-cape,702,43 favorites,"['Bohemian', 'Dinner Date', 'fall']",253 votes
1104594-lady+in+red-ruby-red-pleated-black-swan-dress,7452,95 favorites,"['Chic', 'Brunch', 'spring', 'dress', 'biker jacket']",397 votes
1157678-A+Delicate+Flutter-navy-dress-black-heels,12854,52 favorites,"['Romantic', 'Wedding', 'summer']",348 votes
1086668-Holiday+Dilemma-black-lindex-dress-gold-lindex-bag-gray-lindex-necklace-black-zara-heels,32183,81 favorites,"['Classic', 'Holiday Party', 'winter']",361 votes
958364-Pied+de+poule-sheinside-dress-sheinside-coat,127,38 favorites,"['Chic', 'Photo Shoot', 'fall']",211 votes
1123301-Rhythmic+Yellow-aquazzura-shoes-banana-republic-dress-tom-ford-sunglasses-sunglasses,280,39 favorites,"['Chic', 'Cocktail', 'summer']",269 votes
959373-WOODEN+BRIGDE-leather-booties-zara-boots-burgundy-new-look-dress-houndstooth-zara-scarf,622,58 favorites,"['Trendy', 'Lunch Date', 'fall']",368 votes
1164841-Desert+Floral-floral-esprit-dress-black-sophie-hulme-bag-brown-sole-society-sandals,240,59 favorites,"['Casual', 'Everyday', 'summer']",323 votes
965606-Floral+Frock-black-vince-jacket-eggshell-sonia-rykiel-dress-black-31-phillip-lim-pumps,150,70 favorites,"['Bohemian', 'Everyday', 'winter']",353 votes
1026081-The+morning+comes+with+the+rain-black-persunmall-boots-vintage-shop-dress,4771,96 favorites,"['Bohemian', 'Everyday', 'fall', 'bohemian']",413 votes
1047378-Adventure+time-6ks-dress,11,78 favorites,"['Geek', 'Shopping', 'summer']",305 votes
970943-PINK-hot-pink-vila-dress,231,68 favorites,"['Elegant', 'Romantic Dinner', 'Summer']",374 votes
951128-Geek+Pin+up-top-shop-dress-dumond-bag,28,49 favorites,"['Geek', 'Work', 'summer']",259 votes
1004858-Cropped+Maxi-zara-jacket-t-by-alexander-wang-dress,11136,54 favorites,"['Chic', 'Work', 'Summer']",385 votes
1123404-Colonial-vintage-dress-tienda-local-hat-zara-flats-stylemoi-jumper,170,18 favorites,"['Vintage', 'Casual Party', 'summer']",111 votes
1045284-Vintage+Wedding+Gown-vintage-dress-handmade-hair-accessory,377,44 favorites,"['Chic', 'Wedding', 'summer']",294 votes
1007889-Split-black-ankle-boots-cos-boots-black-maxi-dress-mphosis-dress,78,64 favorites,"['Classic', 'Casual Party', 'spring']",353 votes
1173758-Fall+Favorites-brown-clarks-shoes-blue-denim-madewell-dress-white-clutch-sole-society-bag,1340,67 favorites,"['Casual', 'Everyday', 'Summer']",314 votes
1036625-HIPPIE+DRESS+BICOLOR-tawny-primark-bag-olive-green-grau-boots-lime-green-aquende-dress,702,46 favorites,"['Hippie', 'Casual Party', 'spring']",220 votes
944457-Petals-ankle-boots-zara-boots-reformation-dress-felt-hat-zara-hat,368,71 favorites,"['Bohemian', 'Everyday', 'fall']",376 votes
1130841-August+2015+Queen+of+the+Forest-white-megz-dress-silver-zara-sandals-maroon-mac-accessories,16077,70 favorites,"['Elegant', 'Photo Shoot', 'Summer']",344 votes
1104410-Floral+Print+Shift+Mini+Dress+QNIGIRLS-navy-qnigirls-dress,1939,24 favorites,"['Casual', 'Everyday', 'spring']",108 votes
1018873-Smock+dress-bronze-bullboxer-boots-ruby-red-persunmall-dress,87,81 favorites,"['Hippie', 'Picnic', 'spring']",345 votes
1018030-Florals-black-dotti-boots-charcoal-gray-lulus-dress,96,60 favorites,"['Casual', 'School', 'summer']",336 votes
1018343-RED+DRESS-dress,439,76 favorites,"['Elegant', 'Clubbing', 'spring']",353 votes
1162875-What+to+wear+when+you+travel-gray-topshop-dress-black-daniel-wellington-watch-bubble-gum-hardy-loafers,16077,66 favorites,"['Urban', 'Traveling', 'Summer']",372 votes
1038260-Serious+Demolition-black-ksubi-dress-black-balenciaga-bag-white-steve-madden-sneakers,297,69 favorites,"['Eclectic', 'Casual Party', 'summer', 'ksubi dress']",352 votes
1051554-The+little+house+near+the+vineyard-carrot-orange-mister-zimi-dress-brown-american-apparel-hat,1640,76 favorites,"['Bohemian', 'Everyday', 'summer']",357 votes
989223-Anchor+print+dress+and+pink+hair-navy-zara-dress-pepe-jeans-bag-vans-sneakers,57,57 favorites,"['Casual', 'Everyday', 'spring']",203 votes
1165217-MAXI+IN+MIAMI-siman-dress-soludos-flats,246,64 favorites,"['Chic', 'BBQ Party', 'summer']",320 votes
1104376-Haunted-silver-silver-cuff-stunner-collective-accessories,27479,76 favorites,"['Bohemian', 'Everyday', 'Summer']",316 votes
1016405-Stripes+and+Denim-uterque-shoes-6ks-dress-brussosa-bag-miu-miu-sunglasses,3823,56 favorites,"['Comfortable', 'Everyday', 'spring']",364 votes
1032171-Song+of+the+colour+red-lovelyshoesnet-shoes-sculpthingcom-dress-sammydress-hat-chicnova-cardigan,248,72 favorites,"['Sexy', 'BBQ Party', 'summer']",702 votes
963213-on+the+first+day-black-yumi-kim-dress,2751,74 favorites,"['Sexy', 'Other', 'Summer']",343 votes
1167696-Wind+of+change-zaful-dress,31856,42 favorites,"['Romantic', 'Brunch', 'summer']",357 votes
1112366-Game+It-black-oasap-dress-green-oasap-bag-peach-oasap-sunglasses,16077,68 favorites,"['Modest', 'Everyday', 'Summer']",367 votes
985317-Red+WHITE+and+blue-cotton-american-eagle-dress-summer-nordstrom-wedges,10,65 favorites,"['Cotton Look', 'Casual Party', 'spring']",343 votes
1156133-Yellow+Its+Me-mustard-anika-dress-navy-tory-burch-bag-beige-aldo-flats,7771,69 favorites,"['Natural', 'Brunch', 'summer']",339 votes
1152538-Menopause+Emergency+Kit-maroon-sweater-dress-tj-maxx-dress,141,45 favorites,"['Chic', 'Dinner Date', 'winter']",199 votes
941047-Fall+Beach+Day-magenta-the-seam-designs-scarf-camel-lulus-boots-navy-target-dress,4668,71 favorites,"['Chic', 'Everyday', 'fall']",372 votes
1104827-COLOR+BLOCK+DRESS-navy-hybrid-dress,786,81 favorites,"['Business', 'Conference', 'spring', 'work']",376 votes
1087628-SKELETON+HANDS-black-sheinside-dress-black-the-dead-bird-necklace,374,45 favorites,"['90s', 'Everyday', 'fall']",289 votes
1076404-Party+Ready-missguided-dress,24,46 favorites,"['Chic', 'Dinner Date', 'fall']",264 votes
1038446-Skinny+Bags-periwinkle-kimono-cotton-on-cardigan-white-strapless-forever-21-dress,296,53 favorites,"['Casual', 'Lunch Date', 'summer']",294 votes
1132839-Mimi-dark-green-custom-made-dress-white-kenzo-hat,29687,31 favorites,"['Comfortable', 'Brunch', 'summer']",247 votes
1149360-Boho+layers-blue-asos-dress,640,52 favorites,"['Bohemian', 'Other', 'Summer']",330 votes
1045502-Off+the+Shoulder-black-wallet-chanel-bag-light-pink-topshop-dress,331,66 favorites,"['Chic', 'Casual Party', 'summer']",393 votes
1007272-Gogo+girl-ruby-red-vila-dress-ruby-red-diy-hair-accessory-black-vila-bra,1640,63 favorites,"['Bohemian', 'Photo Shoot', 'spring']",329 votes
947097-Deep+Blue-black-h-m-boots-navy-zipper-tailormade-dress-black-woven-clutch-bag,136,48 favorites,"['Formal', 'Formal', 'fall']",243 votes
1103887-Wear+White+To+Work+Day-white-aritzia-dress-white-club-monaco-sweater-black-chanel-bag,341,81 favorites,"['Chic', 'Lunch Date', 'winter']",375 votes
968204-Holiday+New+Years+Eve-black-statement-aldo-necklace-navy-metallic-aqaq-dress,685,49 favorites,"['70s', 'Holiday Party', 'winter']",219 votes
1112748-Take+Shelter-verysimple-dress-sweet-lemon-boots-verysimple-bag-innecklace-necklace,31856,59 favorites,"['Romantic', 'Everyday', 'spring']",381 votes
980202-LA-black-mercy-spylovebuy-boots-heather-gray-h-m-dress-black-vintage-jacket,189,59 favorites,"['Urban', 'Other', 'spring']",329 votes
1158263-Kush-shein-dress-poppy-lovers-bag,31856,46 favorites,"['Chic', 'Lunch Date', 'spring']",367 votes
1172195-joie+de+vivre-black-slip-dress-joie-dress-sky-blue-denim-levis-jacket,33811,63 favorites,"['Chic', 'Going Out With Friends', 'summer']",274 votes
961402-Blush+Lace-peach-lace-forever-21-dress-heather-gray-soft-free-people-jacket,490,94 favorites,"['Chic', 'Everyday', 'fall']",397 votes
1036420-Summer+Shift-black-nectar-clothing-dress-aquamarine-nectar-clothing-necklace,3,82 favorites,"['Cotton Look', 'Birthday', 'summer']",378 votes
955453-unexpected-motorcycle-unif-jacket-acne-dress-studded-chloe-bag,252,59 favorites,"['Comfortable', 'Everyday', 'Summer']",397 votes
1018716-LPA+x+The+OUTNET+Punch+Room+Cocktails-roland-mouret-dress-alexander-mcqueen-bag,964,46 favorites,"['Elegant', 'Cocktail', 'spring']",160 votes
1118879-My+Favorite+new+Dress-black-thrifted-dress,20663,79 favorites,"['Dynamite Style Contest', 'Cocktail', 'spring']",385 votes
966803-A+Very+English+Vintage+Great+Gatsby+Christmas-navy-zara-coat-nude-parker-dress-nude-pour-la-victoire-heels,341,70 favorites,"['Elegant', 'Cocktail', 'winter']",360 votes
1028295-Lovestruck-maroon-vera-wang-dress,8113,61 favorites,"['Formal', 'Wedding', 'summer']",367 votes
943665-Old+News-newspaper-self-made-dress,22,64 favorites,"['DIY', 'Holiday Party', 'fall']",374 votes
1081441-In+The+MOD-heather-gray-mango-dress-crimson-zara-boots-black-persian-lamb-vintage-coat,569,52 favorites,"['Retro', 'Casual Party', 'winter']",318 votes
1157737-COOL+BELT+BAG-cotton-lacuasa-dress,7450,55 favorites,"['Casual', 'Everyday', 'Summer']",353 votes
1070938-Baby+blue+burgundy+and+mustard-mustard-pimkie-sweater-light-blue-sheinside-dress-crimson-stradivarius-pumps,254,31 favorites,"['Chic', 'Brunch', 'fall']",159 votes
1091363-POPPY+ROSE-textured-jaggar-dress,7450,57 favorites,"['Comfortable', 'Everyday', 'Summer']",365 votes
966017-20122013-black-black-and-white-mcm-bag-white-shift-dress-massimo-dutti-dress,78,51 favorites,"['60s', 'Theatre/Opera/Symphony', 'fall']",295 votes
1028474-Metallica-zara-jacket-topshop-boots-arkcouk-dress,72,14 favorites,"['Androgynous', 'Casual Party', 'spring']",212 votes
966411-yellow+and+gray-yellow-leather-jacket-heather-gray-wool-zara-dress-yellow-aldo-heels,332,78 favorites,"['Business Casual', 'Work', 'fall', 'yellow and gray']",351 votes
1078348-Mr+Mrs+Smith-white-stan-smith-adidas-sneakers-black-front-row-shop-dress,569,59 favorites,"['Sneaker', 'Brunch', 'fall']",294 votes
973233-Urban+Chic-zara-dress,200,74 favorites,"['Elegant', 'Cocktail', 'Summer']",374 votes
1062518-Transforming+Thrifted+Sweaters-chartreuse-thrifted-sweater-tan-flats-old-navy-shoes,213,71 favorites,"['70s', 'Dinner Party', 'fall']",343 votes
1013986-Clean+Cut-white-the-whitepepper-sandals-ivory-the-whitepepper-dress,852,73 favorites,"['Classic', 'Cocktail', 'summer']",371 votes
1051345-Blue+Grotto-deep-purple-beach-brandy-melville-dress-brown-cat-eye-prada-sunglasses,529,61 favorites,"['Casual', 'Beach', 'summer']",359 votes
966072-AWED+BY+MONICA-nine-west-boots-bcbg-dress-j-crew-sweatshirt,514,66 favorites,"['Chic', 'Brunch', 'fall']",312 votes
948053-Autumn+walk-mustard-h-m-tights-black-h-m-dress,31,48 favorites,"['Casual', 'Everyday', 'fall']",314 votes
1191294-Pink+dress-forever-21-shoes-front-row-shop-dress,1173,70 favorites,"['Elegant', 'Cocktail', 'spring']",314 votes
1164540-The+Palm+Trees+of+LA-sky-blue-lace-make-me-chic-dress,296,54 favorites,"['Chic', 'Brunch', 'summer']",247 votes
1122228-Wedding+Guest+Style-gold-flowy-h-m-dress-brown-clutch-club-monaco-bag,876,65 favorites,"['Chic', 'Wedding', 'summer', 'yellow']",341 votes
1059968-Office+Approved-blue-jacket-lulus-jacket-white-stripes-lulus-dress-black-lulus-bag,306,63 favorites,"['Business', 'Work', 'summer', 'biz']",380 votes
959956-031213-navy-choies-dress,3018,73 favorites,"['Basic', 'Brunch', 'winter']",426 votes
1127758-So+basic-chicwish-dress-born-pretty-store-sunglasses,31856,78 favorites,"['Basic', 'Everyday', 'summer']",374 votes
1158576-Slingback+shoes-zara-shoes-h-m-trend-dress,1173,54 favorites,"['Chic', 'Brunch', 'spring']",360 votes
1088902-Happy+New+Year-stuart-weitzman-boots-purple-aritzia-dress-dior-sunglasses,341,108 favorites,"['Basic', 'Bridal Shower', 'fall']",449 votes
939734-DIY+Dress+The+Very+Hungry+Caterpillar-lime-green-diy-dress-black-asos-flats,7135,72 favorites,"['Vintage', 'Picnic', 'spring']",405 votes
1137699-The+Sweater+Dress-heather-gray-forever-21-heels-charcoal-gray-cosette-dress,569,19 favorites,"['Chic', 'Dinner Date', 'fall']",162 votes
1121527-classic+yellow+raincoat-niko-and-coat-japanese-dress,5578,58 favorites,"['Classic', 'Traveling', 'spring']",287 votes
1047586-CHECKED+OUT-missguided-dress-moddeals-sunglasses-missguided-heels,209,1 favorite,"['Androgynous', 'Girls Night Out', 'summer']",100 votes
952898-sneakers-beige-united-colors-of-benetton-dress-dark-green-zara-jacket,226,47 favorites,"['Casual', 'Brunch', 'fall']",381 votes
952834-GRUNGE+IS+BACK-maroon-plaid-shirt-vintage-shirt-dark-brown-lace-up-boots-local-store-boots,133,49 favorites,"['90s', 'Everyday', 'fall']",288 votes
1044781-Elegant+Gothic+Lolita+Harajuku+hairstyle+color+and+makeup+La+Carmina-silk-print-moi-meme-moitie-dress-heather-gray-dress,118,55 favorites,"['Goth', 'Fashion Show', 'summer']",317 votes
1115135-Regatta+Sundress-tan-sleeveless-lovestitch-dress-light-brown-ankle-boots-aldo-boots,316,4 favorites,"['Bohemian', 'Everyday', 'spring']",61 votes
1096493-Choose+90s-blue-thrifted-dress-light-pink-thrifted-loafers,1817,68 favorites,"['90s', 'Everyday', 'winter']",270 votes
